order_id,customer_name,email,phone,city,country_code,plan,channel,signup_date,order_date,items,quantity,unit_price,discount_pct,tax,shipping,total_amount,support_tickets,satisfaction,churn_risk
ORD-10161,Customer 161,user161@example.com,+33612340161,Oslo,PE,free,mobile,2025-09-10,2026-07-05,4,7,157.15,0,198.01,19.68,1317.74,6,3.3,0.09
ORD-10162,Customer 162,user162@example.com,+33612340162,Shanghai,KE,free,referral,2025-01-01,2026-01-09,5,6,80.77,20,87.23,15.2,490.13,7,2.2,0.54
ORD-10163,Customer 163,user163@example.com,+33612340163,Dhaka,PE,free,partner,2025-01-20,2026-06-12,4,5,131.32,5,118.19,12.94,754.9,0,3.7,0.53
ORD-10164,Customer 164,user164@example.com,+33612340164,Dhaka,EC,free,mobile,2025-07-16,2026-04-15,5,2,100.94,10,36.34,10.02,228.05,5,3.8,0.75
ORD-10165,Customer 165,user165@example.com,+33612340165,Antananarivo,GB,free,web,2025-11-10,2026-06-11,5,2,44.71,0,16.1,9.17,114.69,6,3.5,0.52
ORD-10166,Customer 166,user166@example.com,+33612340166,Paris,EC,pro,partner,2025-10-21,2026-06-24,1,9,53.44,0,86.57,10.31,577.84,6,1.0,0.0
ORD-10167,Customer 167,user167@example.com,+33612340167,Antananarivo,EC,free,web,2025-04-06,2026-04-25,5,9,5.42,0,8.78,9.94,67.5,4,4.5,0.9
ORD-10168,Customer 168,user168@example.com,+33612340168,Quito,MG,free,web,2025-01-04,2026-01-06,5,9,239.32,10,387.7,4.96,2331.15,7,4.3,0.61
ORD-10169,Customer 169,user169@example.com,+33612340169,Nairobi,ES,pro,partner,2025-05-06,2026-01-09,1,1,157.6,15,28.37,19.26,181.59,1,2.4,0.45
ORD-10170,Customer 170,user170@example.com,+33612340170,Quito,FR,free,mobile,2025-04-08,2026-01-06,5,7,9.1,0,11.47,22.26,97.43,2,2.3,0.9
ORD-10171,Customer 171,user171@example.com,+33612340171,Oslo,MG,free,referral,2025-11-23,2026-05-08,4,8,76.02,10,109.47,6.3,663.11,4,2.6,0.71
ORD-10172,Customer 172,user172@example.com,+33612340172,Madrid,KE,free,web,2025-05-13,2026-05-12,1,1,191.19,0,34.41,2.19,227.79,5,3.1,0.39
ORD-10173,Customer 173,user173@example.com,+33612340173,Nairobi,BD,free,mobile,2025-08-10,2026-03-08,4,7,157.88,0,198.93,10.56,1314.65,0,2.1,0.03
ORD-10174,Customer 174,user174@example.com,+33612340174,London,BD,pro,mobile,2025-09-15,2026-04-27,2,3,61.44,0,33.18,2.32,219.82,2,2.5,0.22
ORD-10175,Customer 175,user175@example.com,+33612340175,Oslo,BD,free,referral,2025-11-05,2026-06-09,5,7,93.26,10,117.51,5.2,710.25,7,3.4,0.37
ORD-10176,Customer 176,user176@example.com,+33612340176,Antananarivo,BD,free,partner,2025-12-25,2026-07-13,1,4,99.68,10,71.77,5.31,435.93,2,2.2,0.39
ORD-10177,Customer 177,user177@example.com,+33612340177,Nairobi,CN,pro,web,2025-02-18,2026-03-26,5,2,168.09,20,60.51,21.28,350.73,4,1.8,0.72
ORD-10178,Customer 178,user178@example.com,+33612340178,Lima,GB,free,referral,2025-11-21,2026-07-28,2,2,57.82,0,20.82,20.42,156.88,4,1.7,0.37
ORD-10179,Customer 179,user179@example.com,+33612340179,Oslo,CN,enterprise,referral,2025-06-21,2026-01-06,3,6,215.73,0,232.99,16.48,1543.85,1,2.1,0.61
ORD-10180,Customer 180,user180@example.com,+33612340180,Quito,ES,free,partner,2025-03-13,2026-06-02,5,4,172.31,0,124.06,10.12,823.42,4,3.5,0.94
ORD-10181,Customer 181,user181@example.com,+33612340181,Lima,EC,free,web,2025-02-27,2026-07-25,3,4,138.77,15,99.91,13.02,584.75,0,4.5,0.59
ORD-10182,Customer 182,user182@example.com,+33612340182,Nairobi,CN,pro,partner,2025-12-03,2026-04-23,4,1,233.91,15,42.1,2.78,243.7,3,2.1,0.09
ORD-10183,Customer 183,user183@example.com,+33612340183,Oslo,BD,free,mobile,2025-07-22,2026-05-28,2,7,108.72,0,136.99,17.29,915.32,7,4.0,0.04
ORD-10184,Customer 184,user184@example.com,+33612340184,Shanghai,BD,free,web,2025-03-12,2026-03-14,1,9,66.01,10,106.94,4.09,645.71,3,3.5,0.14
ORD-10185,Customer 185,user185@example.com,+33612340185,Paris,BD,pro,mobile,2025-11-12,2026-06-10,2,8,162.36,0,233.8,17.64,1550.32,2,3.4,0.24
ORD-10186,Customer 186,user186@example.com,+33612340186,Madrid,EC,enterprise,referral,2025-04-04,2026-06-10,1,2,133.62,20,48.1,23.53,285.42,5,2.9,0.04
ORD-10187,Customer 187,user187@example.com,+33612340187,Oslo,MG,free,referral,2025-08-19,2026-03-10,2,5,76.07,0,68.46,17.54,466.35,1,1.2,0.47
ORD-10188,Customer 188,user188@example.com,+33612340188,Quito,GB,free,referral,2025-07-16,2026-02-26,5,8,24.28,15,34.96,8.29,208.35,5,1.0,0.92
ORD-10189,Customer 189,user189@example.com,+33612340189,London,CN,free,web,2025-01-25,2026-04-27,2,5,152.33,15,137.1,16.32,800.82,4,2.5,0.96
ORD-10190,Customer 190,user190@example.com,+33612340190,London,EC,free,mobile,2025-11-27,2026-03-11,2,9,203.67,15,329.95,4.21,1892.24,5,1.5,0.92
ORD-10191,Customer 191,user191@example.com,+33612340191,Lima,FR,enterprise,referral,2025-07-16,2026-06-06,3,5,60.87,0,54.78,2.68,361.81,1,1.6,0.23
ORD-10192,Customer 192,user192@example.com,+33612340192,Paris,NO,free,mobile,2025-12-12,2026-01-02,5,3,108.87,5,58.79,2.24,371.31,6,1.6,0.07
ORD-10193,Customer 193,user193@example.com,+33612340193,Antananarivo,NO,free,mobile,2025-12-06,2026-04-10,1,1,125.69,5,22.62,22.27,164.3,7,4.2,0.68
ORD-10194,Customer 194,user194@example.com,+33612340194,Oslo,PE,enterprise,mobile,2025-07-20,2026-05-03,1,4,114.91,10,82.74,8.09,504.51,5,3.4,0.3
ORD-10195,Customer 195,user195@example.com,+33612340195,Madrid,GB,pro,web,2025-04-08,2026-06-24,4,7,228.89,5,288.4,16.41,1826.93,1,1.6,0.58
ORD-10196,Customer 196,user196@example.com,+33612340196,Shanghai,EC,free,partner,2025-02-08,2026-02-07,5,9,141.27,5,228.86,9.0,1445.72,1,1.9,0.84
ORD-10197,Customer 197,user197@example.com,+33612340197,Oslo,CN,free,mobile,2025-09-19,2026-06-04,5,2,48.67,15,17.52,6.29,106.55,1,4.4,0.68
ORD-10198,Customer 198,user198@example.com,+33612340198,Antananarivo,BD,free,referral,2025-09-06,2026-02-19,4,8,36.12,10,52.01,13.76,325.83,1,1.5,0.78
ORD-10199,Customer 199,user199@example.com,+33612340199,Paris,EC,enterprise,referral,2025-05-04,2026-06-05,4,1,99.73,0,17.95,9.31,126.99,1,3.5,0.87
ORD-10200,Customer 200,user200@example.com,+33612340200,Nairobi,KE,pro,web,2025-05-04,2026-02-12,5,2,220.57,20,79.41,8.87,441.19,5,3.9,0.04
ORD-10201,Customer 201,user201@example.com,+33612340201,Quito,MG,free,mobile,2025-05-12,2026-02-23,4,6,27.97,10,30.21,8.18,189.43,0,4.4,0.58
ORD-10202,Customer 202,user202@example.com,+33612340202,London,ES,free,partner,2025-11-22,2026-04-27,2,2,190.82,5,68.7,2.76,434.02,4,3.2,0.69
ORD-10203,Customer 203,user203@example.com,+33612340203,Madrid,NO,free,web,2025-01-03,2026-02-20,5,5,227.93,0,205.14,0.62,1345.41,6,4.4,0.97
ORD-10204,Customer 204,user204@example.com,+33612340204,Dhaka,MG,free,mobile,2025-05-05,2026-05-20,1,8,97.15,20,139.9,23.95,785.61,3,1.7,0.36
ORD-10205,Customer 205,user205@example.com,+33612340205,Nairobi,KE,free,referral,2025-06-08,2026-01-08,4,8,82.54,5,118.86,9.7,755.86,0,3.5,0.73
ORD-10206,Customer 206,user206@example.com,+33612340206,London,KE,pro,mobile,2025-12-02,2026-05-25,1,3,68.71,0,37.1,1.59,244.82,3,4.1,0.63
ORD-10207,Customer 207,user207@example.com,+33612340207,Shanghai,ES,pro,partner,2025-06-24,2026-03-17,2,2,89.97,0,32.39,19.83,232.16,5,4.5,0.72
ORD-10208,Customer 208,user208@example.com,+33612340208,Oslo,BD,free,mobile,2025-04-12,2026-02-05,2,6,18.74,0,20.24,16.79,149.47,0,4.6,0.67
ORD-10209,Customer 209,user209@example.com,+33612340209,Madrid,EC,free,partner,2025-12-10,2026-03-24,5,7,109.42,10,137.87,19.31,846.53,5,1.3,0.19
ORD-10210,Customer 210,user210@example.com,+33612340210,Oslo,KE,enterprise,referral,2025-12-28,2026-01-27,4,2,142.25,0,51.21,14.51,350.22,5,4.6,0.28
ORD-10211,Customer 211,user211@example.com,+33612340211,London,CN,pro,mobile,2025-01-13,2026-04-07,5,5,133.2,20,119.88,4.11,656.79,4,4.5,0.65
ORD-10212,Customer 212,user212@example.com,+33612340212,Quito,FR,free,partner,2025-12-05,2026-01-07,3,4,61.43,0,44.23,24.08,314.03,0,3.6,0.92
ORD-10213,Customer 213,user213@example.com,+33612340213,Oslo,PE,pro,partner,2025-03-02,2026-07-14,1,4,80.22,20,57.76,18.73,333.19,1,3.5,0.33
ORD-10214,Customer 214,user214@example.com,+33612340214,Oslo,FR,free,partner,2025-10-21,2026-03-02,4,8,237.13,5,341.47,6.43,2150.09,5,1.6,0.02
ORD-10215,Customer 215,user215@example.com,+33612340215,Nairobi,KE,free,mobile,2025-11-20,2026-05-11,2,4,38.1,20,27.43,21.02,170.37,4,4.3,0.48
ORD-10216,Customer 216,user216@example.com,+33612340216,Dhaka,NO,pro,partner,2025-09-17,2026-03-05,3,1,187.25,0,33.7,16.29,237.24,0,3.2,0.1
ORD-10217,Customer 217,user217@example.com,+33612340217,Antananarivo,FR,pro,web,2025-01-18,2026-05-07,5,6,39.96,15,43.16,5.7,252.66,2,2.0,0.61
ORD-10218,Customer 218,user218@example.com,+33612340218,Madrid,BD,free,mobile,2025-08-28,2026-04-07,3,3,217.12,20,117.24,18.44,656.77,6,2.8,0.32
ORD-10219,Customer 219,user219@example.com,+33612340219,Lima,KE,free,referral,2025-07-13,2026-06-21,2,1,29.89,15,5.38,0.39,31.18,0,2.0,0.26
ORD-10220,Customer 220,user220@example.com,+33612340220,Lima,GB,free,referral,2025-04-19,2026-07-06,4,7,61.45,0,77.43,5.08,512.66,4,4.8,0.14
ORD-10221,Customer 221,user221@example.com,+33612340221,Shanghai,ES,free,referral,2025-04-19,2026-01-26,2,5,71.04,0,63.94,0.1,419.24,5,1.2,0.77
ORD-10222,Customer 222,user222@example.com,+33612340222,London,FR,pro,mobile,2025-01-05,2026-03-05,5,8,47.43,20,68.3,3.49,375.34,5,1.4,0.17
ORD-10223,Customer 223,user223@example.com,+33612340223,Lima,KE,enterprise,web,2025-10-08,2026-02-26,1,7,25.75,0,32.45,16.05,228.75,0,1.5,0.6
ORD-10224,Customer 224,user224@example.com,+33612340224,Nairobi,MG,pro,web,2025-08-05,2026-05-14,1,7,168.98,15,212.91,0.5,1218.84,2,1.9,0.54
ORD-10225,Customer 225,user225@example.com,+33612340225,Oslo,MG,free,mobile,2025-04-24,2026-01-09,2,9,122.42,0,198.32,13.25,1313.35,0,2.1,0.07
ORD-10226,Customer 226,user226@example.com,+33612340226,Dhaka,KE,free,partner,2025-12-02,2026-06-15,5,1,50.76,0,9.14,10.2,70.1,4,3.2,0.69
ORD-10227,Customer 227,user227@example.com,+33612340227,Lima,ES,free,referral,2025-07-26,2026-02-21,1,5,98.53,0,88.68,13.5,594.83,3,3.4,0.93
ORD-10228,Customer 228,user228@example.com,+33612340228,Shanghai,CN,pro,web,2025-10-26,2026-01-23,1,5,167.86,15,151.07,9.42,873.9,6,3.8,0.32
ORD-10229,Customer 229,user229@example.com,+33612340229,Quito,FR,free,referral,2025-09-11,2026-05-18,4,8,133.78,0,192.64,11.39,1274.27,3,4.3,0.79
ORD-10230,Customer 230,user230@example.com,+33612340230,Dhaka,GB,pro,partner,2025-02-21,2026-07-18,2,7,88.15,0,111.07,9.84,737.96,4,2.0,0.84
ORD-10231,Customer 231,user231@example.com,+33612340231,Madrid,MG,enterprise,partner,2025-09-07,2026-05-06,3,6,127.44,5,137.64,14.27,878.32,3,3.7,0.15
ORD-10232,Customer 232,user232@example.com,+33612340232,Paris,KE,free,referral,2025-02-14,2026-02-23,3,8,46.35,20,66.74,21.39,384.77,6,1.4,0.36
ORD-10233,Customer 233,user233@example.com,+33612340233,London,PE,free,referral,2025-12-04,2026-04-21,4,9,127.28,5,206.19,16.56,1310.99,2,4.0,0.15
ORD-10234,Customer 234,user234@example.com,+33612340234,Quito,KE,free,referral,2025-05-01,2026-05-07,1,3,90.91,10,49.09,16.51,311.06,4,1.2,0.18
ORD-10235,Customer 235,user235@example.com,+33612340235,London,NO,free,referral,2025-02-07,2026-02-14,3,9,69.17,0,112.06,6.39,740.98,5,4.7,0.72
ORD-10236,Customer 236,user236@example.com,+33612340236,Lima,PE,pro,partner,2025-06-08,2026-04-28,5,7,90.97,15,114.62,18.83,674.72,2,4.7,0.19
ORD-10237,Customer 237,user237@example.com,+33612340237,Antananarivo,MG,pro,referral,2025-07-17,2026-04-16,1,6,19.42,0,20.97,8.24,145.73,1,3.4,0.46
ORD-10238,Customer 238,user238@example.com,+33612340238,Oslo,ES,enterprise,referral,2025-07-16,2026-02-17,1,8,169.57,5,244.18,10.37,1543.28,3,4.0,0.4
ORD-10239,Customer 239,user239@example.com,+33612340239,Lima,NO,free,mobile,2025-02-19,2026-07-01,1,1,222.52,0,40.05,13.85,276.42,7,1.4,0.75
ORD-10240,Customer 240,user240@example.com,+33612340240,Nairobi,NO,pro,referral,2025-10-05,2026-04-27,1,8,17.45,15,25.13,5.0,148.79,2,2.3,0.19
